State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date,Units of Measure,Event Type,Observation Count,Observation Percent,ArithmeticMean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,type,Address,State Name,County Name,City Name,region,Date of Last Change
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-04,Parts per billion,None,24,100,18.204167,34.9,1,32,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-05,Parts per billion,None,24,100,3.079167,4.4,0,4,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-06,Parts per billion,None,24,100,5.354167,15.5,22,14,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-07,Parts per billion,None,24,100,12.733333,36,6,34,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-08,Parts per billion,None,24,100,13.616667,33.7,7,31,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-09,Parts per billion,None,24,100,13.6875,23.9,18,22,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-10,Parts per billion,None,19,79,15.468421,31.2,6,29,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-11,Parts per billion,None,24,100,18.333333,37.4,23,35,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-12,Parts per billion,None,24,100,8.35,37,0,35,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-13,Parts per billion,None,24,100,3.625,7.3,1,7,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-14,Parts per billion,None,24,100,13.233333,32,23,30,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-15,Parts per billion,None,24,100,13.904167,36.8,7,34,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-16,Parts per billion,None,24,100,6.591667,11.8,9,10,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-17,Parts per billion,None,18,75,19.894444,36.5,5,34,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-18,Parts per billion,None,24,100,5.975,16.4,1,15,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-19,Parts per billion,None,12,50,13.691667,29.8,7,27,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-20,Parts per billion,None,24,100,5.308333,8.9,23,8,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-21,Parts per billion,None,9,38,5.533333,8.9,1,8,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-22,Parts per billion,None,23,96,4.882609,10.7,9,9,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-23,Parts per billion,None,24,100,6.383333,13.9,4,12,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-24,Parts per billion,None,24,100,8.079167,34.3,6,32,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-25,Parts per billion,None,24,100,5.445833,10.1,3,9,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-26,Parts per billion,None,19,79,12.515789,33.6,7,31,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-27,Parts per billion,None,24,100,7.5625,22.4,23,21,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-28,Parts per billion,None,24,100,8.570833,20.8,0,19,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-01,Parts per billion,None,24,100,4.191667,6.3,6,6,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-02,Parts per billion,None,24,100,6.4375,9.5,20,8,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-03,Parts per billion,None,24,100,7.020833,18.9,21,17,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-04,Parts per billion,None,19,79,6.694737,8.6,3,8,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-05,Parts per billion,None,24,100,7.229167,22.9,5,21,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-06,Parts per billion,None,24,100,4.65,12.9,23,11,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-07,Parts per billion,None,24,100,10.254167,27.4,22,25,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-08,Parts per billion,None,24,100,15.879167,33.4,4,31,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-09,Parts per billion,None,24,100,15.258333,33.6,19,31,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-10,Parts per billion,None,19,79,15.863158,30,6,28,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-11,Parts per billion,None,24,100,5.5875,11.2,13,10,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-12,Parts per billion,None,24,100,4.9875,8.6,0,8,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-13,Parts per billion,None,24,100,4.895833,17.1,6,16,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-14,Parts per billion,None,24,100,4.295833,11.2,4,10,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-15,Parts per billion,None,24,100,3.320833,13.2,6,12,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-16,Parts per billion,None,24,100,6.245833,25.4,23,24,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-17,Parts per billion,None,24,100,14.291667,27.2,0,25,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-18,Parts per billion,None,19,79,2.505263,6.2,1,6,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-19,Parts per billion,None,24,100,6.566667,30.6,23,28,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-20,Parts per billion,None,24,100,16.075,34.7,20,32,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-21,Parts per billion,None,17,71,15.3,27.2,5,25,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-22,Parts per billion,None,13,54,25.015385,36.3,22,34,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-23,Parts per billion,None,21,88,15.766667,36.4,6,34,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-24,Parts per billion,None,24,100,4.166667,6.6,15,6,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-25,Parts per billion,None,24,100,7.395833,19.4,17,18,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,29,23,42602,1,42.921107,-78.765825,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-03-26,Parts per billion,None,10,42,4.37,12,6,11,99,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,Buffalo Near-Road,"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",New York,Erie,Cheektowaga,"Buffalo-Cheektowaga-Niagara Falls, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-01,Parts per billion,None,24,100,7.954167,21.4,8,20,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-02,Parts per billion,None,24,100,5.3625,12.5,5,11,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-03,Parts per billion,None,24,100,6.404167,10.8,20,9,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-04,Parts per billion,None,24,100,8.9375,15.8,18,14,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-05,Parts per billion,None,24,100,12.816667,21.4,8,20,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-06,Parts per billion,None,24,100,7.016667,15.2,8,14,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-07,Parts per billion,None,24,100,4.591667,7.3,7,7,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-08,Parts per billion,None,19,79,6.2,16.2,21,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-09,Parts per billion,None,24,100,16.566667,30.3,4,28,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-10,Parts per billion,None,24,100,12.2875,24,0,23,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-11,Parts per billion,None,24,100,12.433333,21.4,8,20,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-12,Parts per billion,None,24,100,8.129167,13.7,11,12,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
36,55,15,42602,1,43.145013,-77.55728,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-13,Parts per billion,None,24,100,10.829167,25.1,17,24,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Rochester Near-Road,"I-490 and 1775 East Avenue, Rochester, NY 14610",New York,Monroe,Rochester,"Rochester, NY",2021-05-06
