State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date,Units of Measure,Event Type,Observation Count,Observation Percent,ArithmeticMean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,type,Address,State Name,County Name,City Name,region,Date of Last Change
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-01,Parts per billion,None,24,100,4.6125,23.2,19,22,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-02,Parts per billion,None,24,100,4.870833,9.8,9,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-03,Parts per billion,None,24,100,8.3875,29.7,19,27,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-04,Parts per billion,None,24,100,15.383333,27.9,8,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-05,Parts per billion,None,21,88,15.390476,31.5,17,29,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-06,Parts per billion,None,21,88,16.595238,34.9,18,32,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-07,Parts per billion,None,24,100,8.3625,11.8,8,10,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-08,Parts per billion,None,21,88,3.852381,8.2,0,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-09,Parts per billion,None,24,100,2.9625,5.6,4,5,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-10,Parts per billion,None,24,100,5.454167,16,19,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-11,Parts per billion,None,24,100,8.829167,18.3,8,17,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-12,Parts per billion,None,21,88,9.12381,22,17,21,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-13,Parts per billion,None,21,88,19.928571,27.9,18,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-14,Parts per billion,None,21,88,12.819048,28.2,7,26,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-15,Parts per billion,None,21,88,4.938095,17.3,7,16,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-16,Parts per billion,None,24,100,8.795833,25.6,18,24,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-17,Parts per billion,None,24,100,12.004167,26.4,18,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-18,Parts per billion,None,24,100,19.858333,34,3,32,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-19,Parts per billion,None,21,88,24.347619,38.2,16,36,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-20,Parts per billion,None,21,88,13.82381,33.5,22,31,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-21,Parts per billion,None,21,88,10.361905,31.4,0,29,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-22,Parts per billion,None,21,88,12.933333,26.1,19,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-23,Parts per billion,None,24,100,6.945833,18.8,21,17,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-24,Parts per billion,None,24,100,7.775,14.6,3,13,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-25,Parts per billion,None,20,83,4.78,10.4,12,9,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-26,Parts per billion,None,21,88,12.947619,30.5,18,28,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-27,Parts per billion,None,19,79,6.826316,16.4,5,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-28,Parts per billion,None,24,100,3.9125,10.7,17,9,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-29,Parts per billion,None,24,100,12.6625,30.9,20,28,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-30,Parts per billion,None,24,100,13.025,32.1,1,30,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-31,Parts per billion,None,24,100,3.525,11.1,7,10,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-01,Parts per billion,None,19,79,2.405263,3.9,16,3,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-02,Parts per billion,None,21,88,3.204762,7.2,17,7,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-03,Parts per billion,None,21,88,16.014286,39.7,18,37,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-04,Parts per billion,None,22,92,15.85,35.6,6,33,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-05,Parts per billion,None,24,100,10.275,31.4,18,29,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-06,Parts per billion,None,24,100,11.9,25.5,6,24,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-07,Parts per billion,None,24,100,3.233333,11,22,10,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-08,Parts per billion,None,24,100,9.104167,16.4,6,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-09,Parts per billion,None,21,88,14.828571,27.6,6,25,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-10,Parts per billion,None,21,88,11.671429,25.9,8,24,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-11,Parts per billion,None,8,33,10.8875,16.4,7,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-12,Parts per billion,None,10,42,4.77,6.1,15,6,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-13,Parts per billion,None,24,100,4.033333,7.9,18,7,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-14,Parts per billion,None,24,100,3.7375,5.5,18,5,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-15,Parts per billion,None,24,100,5.7125,16,16,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-16,Parts per billion,None,21,88,3.195238,6.2,18,6,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-17,Parts per billion,None,19,79,7.373684,15,6,14,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-18,Parts per billion,None,20,83,4.9,8.6,1,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-19,Parts per billion,None,22,92,3.622727,12.9,23,11,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-20,Parts per billion,None,24,100,16.858333,32.8,18,30,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-21,Parts per billion,None,24,100,12.275,29,5,27,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-22,Parts per billion,None,17,71,11.252941,34.5,23,32,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-23,Parts per billion,None,21,88,20.085714,40,19,38,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-24,Parts per billion,None,21,88,21.785714,44.4,18,42,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-25,Parts per billion,None,20,83,11.76,32.1,1,30,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-26,Parts per billion,None,24,100,6.079167,10,10,9,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-27,Parts per billion,None,24,100,3.420833,9.7,18,8,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,23,42602,1,33.553056,-86.815,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-02-28,Parts per billion,None,24,100,2.65,6.3,1,6,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-01,Parts per billion,None,24,100,7.2,23.8,18,22,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-02,Parts per billion,None,24,100,6.8375,14.1,7,13,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-03,Parts per billion,None,24,100,10.166667,29.7,17,27,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-04,Parts per billion,None,24,100,19.441667,25,0,24,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-05,Parts per billion,None,20,83,16.305,28.5,21,26,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-06,Parts per billion,None,19,79,20.321053,33.1,17,31,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-07,Parts per billion,None,24,100,11.3625,16.9,17,15,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-08,Parts per billion,None,24,100,4.770833,12.1,0,11,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
1,73,2059,42602,1,33.521427,-86.844112,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2021-01-09,Parts per billion,None,24,100,2.783333,5.5,23,5,200,Teledyne-API Model 200EUP or T200UP - Photolytic-Chemiluminescence,Arkadelphia/Near Road,"1110 5th Street West Birmingham, AL 35204",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",2021-04-20
